ProductID,ProductName,Category,Region,Date,UnitsSold,Price,Discount,GrossSales,DiscountAmount,NetSales,COGS,Profit
2294184e,Both Books,Clothing,Europe,2023-04-13,4,184.86,0,739.44,0.0,739.44,312.12,427.32
adbfac14,Fall Beauty,Clothing,Europe,2023-01-23,23,36.45,0,838.35,0.0,838.35,474.12,364.23
1772090b,Involve Furniture,Beauty,Europe,2023-11-17,25,66.2,10,1655.0,165.5,1489.5,1028.19,461.31
b15fe0fd,Democratic Electronics,Furniture,Australia,2023-03-07,24,144.22,10,3461.28,346.13,3115.15,1394.32,1720.83
be96b623,From Clothing,Clothing,Asia,2023-09-13,45,355.55,15,15999.75,2399.96,13599.79,8692.88,4906.91
8408648b,Budget Books,Furniture,Europe,2022-08-28,6,458.84,20,2753.04,550.61,2202.43,975.05,1227.38
21825f77,My Electronics,Furniture,Australia,2022-09-06,25,456.4,20,11410.0,2282.0,9128.0,5899.63,3228.37
de126a9f,Sure Clothing,Beauty,South America,2023-01-01,37,8.85,0,327.45,0.0,327.45,198.69,128.76
3792812f,Five Furniture,Clothing,Australia,2022-01-08,36,141.35,0,5088.6,0.0,5088.6,2299.33,2789.27
dc3612fb,Six Furniture,Furniture,Europe,2023-01-19,20,53.07,0,1061.4,0.0,1061.4,615.2,446.2
ba42b295,Leg Beauty,Beauty,Asia,2023-04-15,24,297.97,20,7151.28,1430.26,5721.02,3303.37,2417.65
7def0749,Quickly Beauty,Furniture,South America,2024-01-21,41,340.8,15,13972.8,2095.92,11876.88,7662.52,4214.36
df178c9c,Plant Books,Books,South America,2023-10-01,22,401.48,20,8832.56,1766.51,7066.05,2956.92,4109.13
3f4499fb,Either Books,Books,Australia,2023-10-14,36,210.92,5,7593.12,379.66,7213.46,3122.2,4091.26
da8d7014,Occur Furniture,Books,South America,2022-05-09,12,360.06,15,4320.72,648.11,3672.61,2190.88,1481.73
646ae1a2,Picture Books,Electronics,Asia,2023-12-21,47,158.85,5,7465.95,373.3,7092.65,2883.98,4208.67
33bd899f,Describe Clothing,Furniture,Europe,2023-11-20,10,39.96,10,399.6,39.96,359.64,170.21,189.43
c9242e85,Fund Electronics,Clothing,North America,2021-12-26,50,53.78,20,2689.0,537.8,2151.2,1301.21,849.99
e09273f1,Test Beauty,Electronics,Europe,2022-03-25,35,178.43,5,6245.05,312.25,5932.8,2629.18,3303.62
ec49a34c,Major Clothing,Clothing,Asia,2023-03-27,33,269.7,5,8900.1,445.01,8455.09,4484.21,3970.88
542bd5f8,Help Beauty,Clothing,Europe,2022-05-15,17,498.59,10,8476.03,847.6,7628.43,5274.41,2354.02
b29d93f0,Accept Furniture,Beauty,Asia,2023-02-20,34,339.59,10,11546.06,1154.61,10391.45,5851.29,4540.16
b8126e84,Church Clothing,Electronics,Australia,2024-02-22,43,212.55,10,9139.65,913.97,8225.68,3305.11,4920.57
ab705f45,Administration Clothing,Beauty,North America,2023-02-27,27,104.15,15,2812.05,421.81,2390.24,1484.67,905.57
64da7080,Father Furniture,Beauty,Australia,2023-12-27,27,147.63,5,3986.01,199.3,3786.71,2522.48,1264.23
af1871d5,Us Electronics,Books,South America,2023-05-07,17,253.74,15,4313.58,647.04,3666.54,2383.87,1282.67
9fa10266,Church Clothing,Clothing,South America,2024-07-24,6,338.2,0,2029.2,0.0,2029.2,1389.17,640.03
b92a4ddd,Practice Clothing,Electronics,Asia,2024-02-24,44,365.43,10,16078.92,1607.89,14471.03,6837.63,7633.4
297dcb68,Collection Electronics,Clothing,Asia,2022-01-22,28,185.07,20,5181.96,1036.39,4145.57,2083.0,2062.57
1013b7dd,A Beauty,Furniture,Europe,2023-12-23,8,216.22,5,1729.76,86.49,1643.27,1129.01,514.26
b1d71cd5,Usually Beauty,Books,Europe,2022-02-10,11,213.77,0,2351.47,0.0,2351.47,980.86,1370.61
7825f473,Tell Clothing,Electronics,North America,2023-08-09,29,397.93,0,11539.97,0.0,11539.97,7647.75,3892.22
66cec337,Letter Electronics,Electronics,North America,2024-09-23,44,158.88,20,6990.72,1398.14,5592.58,3745.42,1847.16
6d1da9d7,Attorney Books,Books,North America,2024-04-10,48,344.7,20,16545.6,3309.12,13236.48,8682.57,4553.91
04813be5,Outside Clothing,Furniture,North America,2023-03-19,13,160.04,10,2080.52,208.05,1872.47,907.07,965.4
c81bae1e,Spend Books,Furniture,Asia,2024-09-26,2,225.83,10,451.66,45.17,406.49,243.84,162.65
8a69f8f1,Smile Books,Clothing,Asia,2022-07-30,7,286.9,10,2008.3,200.83,1807.47,795.66,1011.81
fe8d6cfb,Third Furniture,Clothing,Asia,2024-05-17,10,280.54,5,2805.4,140.27,2665.13,1070.22,1594.91
45530a02,Pick Electronics,Clothing,Australia,2023-04-29,17,463.67,0,7882.39,0.0,7882.39,4410.14,3472.25
d8fbe758,Could Electronics,Furniture,South America,2024-08-12,33,439.71,10,14510.43,1451.04,13059.39,7302.99,5756.4
c46d18df,Such Clothing,Electronics,Europe,2023-07-11,45,336.12,5,15125.4,756.27,14369.13,9411.06,4958.07
f1fb2a2a,National Electronics,Furniture,Asia,2024-04-07,27,184.75,20,4988.25,997.65,3990.6,2330.06,1660.54
07d3c11a,Always Beauty,Furniture,Australia,2024-03-18,32,434.14,20,13892.48,2778.5,11113.98,5729.64,5384.34
a0fe1140,Medical Books,Clothing,Australia,2022-01-18,50,54.29,5,2714.5,135.72,2578.78,1380.91,1197.87
da5b1cfb,Trouble Beauty,Books,South America,2023-12-20,39,76.96,10,3001.44,300.14,2701.3,1663.78,1037.52
f748bf7e,Bag Clothing,Clothing,Asia,2022-08-14,48,193.86,15,9305.28,1395.79,7909.49,4422.64,3486.85
5183e561,Hear Furniture,Beauty,Asia,2022-06-22,42,419.23,5,17607.66,880.38,16727.28,8370.05,8357.23
00cafed5,Whole Furniture,Books,South America,2022-06-01,38,244.28,20,9282.64,1856.53,7426.11,4595.91,2830.2
9c62086f,Director Furniture,Books,South America,2024-07-18,38,97.89,0,3719.82,0.0,3719.82,1938.93,1780.89
cf5c15fb,Return Furniture,Beauty,Europe,2022-09-08,3,271.4,0,814.2,0.0,814.2,504.93,309.27
0c0cbd7d,Argue Beauty,Clothing,South America,2023-06-14,32,461.17,10,14757.44,1475.74,13281.7,9164.73,4116.97
b1705e4f,North Furniture,Books,Europe,2024-05-31,6,48.88,0,293.28,0.0,293.28,147.53,145.75
4ab56fd3,Each Furniture,Books,North America,2023-03-01,25,21.09,5,527.25,26.36,500.89,265.19,235.7
0be23161,Interest Clothing,Electronics,Asia,2023-02-25,30,181.43,0,5442.9,0.0,5442.9,2412.51,3030.39
b380c2bc,Chair Furniture,Beauty,Europe,2022-01-06,47,276.53,15,12996.91,1949.54,11047.37,5583.59,5463.78
b14ce59b,Finally Books,Beauty,Australia,2022-04-17,34,346.8,5,11791.2,589.56,11201.64,6880.87,4320.77
2c826bd5,True Clothing,Electronics,North America,2022-01-08,8,438.38,10,3507.04,350.7,3156.34,1608.32,1548.02
0e7043e0,Newspaper Furniture,Beauty,Australia,2024-07-03,46,57.28,0,2634.88,0.0,2634.88,1108.34,1526.54
b41796e5,Kind Electronics,Furniture,Europe,2023-05-22,43,150.54,10,6473.22,647.32,5825.9,3022.48,2803.42
4f7905ff,Factor Electronics,Furniture,Asia,2022-06-07,38,167.25,15,6355.5,953.32,5402.18,3351.06,2051.12
18fa6f2c,Peace Books,Electronics,North America,2022-02-27,42,447.86,0,18810.12,0.0,18810.12,8388.33,10421.79
737664dc,Everything Clothing,Furniture,Australia,2023-05-31,4,363.77,5,1455.08,72.75,1382.33,731.06,651.27
fad513ad,Start Clothing,Furniture,South America,2024-09-15,20,290.02,10,5800.4,580.04,5220.36,2120.48,3099.88
8bc29822,Might Furniture,Beauty,Australia,2023-07-21,30,152.05,0,4561.5,0.0,4561.5,2366.28,2195.22
50a89fd5,Paper Furniture,Books,South America,2023-09-08,5,419.16,5,2095.8,104.79,1991.01,985.33,1005.68
b3c77572,Grow Beauty,Beauty,South America,2024-08-19,5,231.79,5,1158.95,57.95,1101.0,722.38,378.62
2dc925e6,Industry Clothing,Clothing,Europe,2024-02-09,28,134.94,15,3778.32,566.75,3211.57,1402.93,1808.64
8dcd1eb5,Station Beauty,Clothing,Australia,2023-05-06,40,435.26,5,17410.4,870.52,16539.88,10067.91,6471.97
7ea43c62,One Beauty,Furniture,North America,2022-03-11,23,337.76,15,7768.48,1165.27,6603.21,3175.69,3427.52
6fffbb40,Popular Books,Furniture,Europe,2024-03-29,50,317.72,5,15886.0,794.3,15091.7,9002.1,6089.6
cd787bba,Anything Beauty,Books,North America,2024-09-23,21,406.2,15,8530.2,1279.53,7250.67,2964.52,4286.15
d869effa,Win Clothing,Beauty,North America,2022-02-21,43,347.4,0,14938.2,0.0,14938.2,8209.12,6729.08
8a0c952b,Human Electronics,Clothing,North America,2022-07-28,50,395.73,10,19786.5,1978.65,17807.85,7378.99,10428.86
a32ec083,Congress Furniture,Electronics,South America,2022-01-12,17,206.8,10,3515.6,351.56,3164.04,2133.96,1030.08
e2531504,Boy Books,Furniture,South America,2022-12-05,12,43.42,10,521.04,52.1,468.94,321.55,147.39
cef8b7ac,Energy Books,Books,South America,2022-03-15,19,202.66,15,3850.54,577.58,3272.96,1372.36,1900.6
71f9584f,Both Furniture,Electronics,Australia,2024-02-03,12,228.87,10,2746.44,274.64,2471.8,1382.65,1089.15
56d7eed0,Yes Books,Beauty,Australia,2023-04-09,12,406.66,20,4879.92,975.98,3903.94,2194.72,1709.22
8ceedb36,Security Beauty,Clothing,Europe,2022-08-17,41,23.46,15,961.86,144.28,817.58,346.26,471.32
c6d61386,Choice Books,Clothing,South America,2023-05-15,49,495.46,15,24277.54,3641.63,20635.91,13488.89,7147.02
b0a3bb2b,Listen Clothing,Electronics,South America,2023-08-02,36,177.0,10,6372.0,637.2,5734.8,2469.2,3265.6
2c1a47db,Recognize Beauty,Beauty,Australia,2023-07-21,44,347.95,5,15309.8,765.49,14544.31,6217.55,8326.76
502bbd00,Appear Beauty,Electronics,Australia,2024-07-27,37,240.41,10,8895.17,889.52,8005.65,3862.55,4143.1
85970451,Military Furniture,Beauty,Australia,2022-02-19,25,34.78,5,869.5,43.48,826.02,373.9,452.12
c38135da,Goal Clothing,Clothing,Europe,2024-02-27,36,485.86,5,17490.96,874.55,16616.41,9184.11,7432.3
1f779a2f,Heavy Electronics,Electronics,Australia,2022-02-11,50,68.08,15,3404.0,510.6,2893.4,1907.17,986.23
f60c9957,Business Clothing,Beauty,Australia,2022-02-26,25,23.39,5,584.75,29.24,555.51,275.72,279.79
d066d394,Light Books,Electronics,Europe,2022-05-28,42,350.9,20,14737.8,2947.56,11790.24,7599.47,4190.77
69663b7d,House Beauty,Books,South America,2022-04-24,1,247.26,20,247.26,49.45,197.81,91.07,106.74
bb657cc7,Light Books,Clothing,Australia,2022-02-10,8,150.86,0,1206.88,0.0,1206.88,711.13,495.75
788d9d9f,National Electronics,Books,Europe,2022-06-13,16,82.86,15,1325.76,198.86,1126.9,716.67,410.23
4f0797f4,Contain Furniture,Electronics,Europe,2023-09-26,40,291.27,15,11650.8,1747.62,9903.18,5105.4,4797.78
2cebc7fb,Win Clothing,Clothing,South America,2023-11-01,9,493.29,20,4439.61,887.92,3551.69,1859.55,1692.14
4f3a021b,Allow Books,Furniture,South America,2022-04-22,12,485.09,20,5821.08,1164.22,4656.86,2659.16,1997.7
1d320053,Commercial Clothing,Furniture,Australia,2022-04-07,15,176.72,15,2650.8,397.62,2253.18,1174.72,1078.46
5a623478,Someone Beauty,Electronics,Australia,2024-02-15,7,357.65,0,2503.55,0.0,2503.55,1482.9,1020.65
3625957f,Particularly Beauty,Books,Australia,2023-01-11,6,62.03,5,372.18,18.61,353.57,231.26,122.31
6c5b0d5b,Task Electronics,Beauty,Australia,2024-03-12,47,160.76,20,7555.72,1511.14,6044.58,2944.22,3100.36
4c97a3fe,Test Books,Electronics,Europe,2023-01-08,32,290.88,0,9308.16,0.0,9308.16,4858.18,4449.98
334141e1,Stuff Clothing,Books,Asia,2023-09-28,42,386.65,20,16239.3,3247.86,12991.44,7945.28,5046.16
fd709f17,Throw Books,Clothing,Asia,2023-07-31,43,206.45,0,8877.35,0.0,8877.35,4673.7,4203.65
e9c921bf,Under Clothing,Electronics,Asia,2022-12-05,48,24.56,15,1178.88,176.83,1002.05,504.72,497.33
e2a2fa1e,Across Books,Beauty,Europe,2023-05-29,17,153.05,20,2601.85,520.37,2081.48,1401.51,679.97
98439f14,Image Beauty,Beauty,South America,2024-05-03,43,52.34,20,2250.62,450.12,1800.5,867.22,933.28
5c865d55,Carry Beauty,Beauty,Europe,2022-10-24,14,319.76,5,4476.64,223.83,4252.81,2852.62,1400.19
39546e7a,Newspaper Beauty,Furniture,Europe,2024-03-10,21,47.11,15,989.31,148.4,840.91,391.06,449.85
b26778ac,Establish Furniture,Electronics,Asia,2023-03-12,33,14.61,0,482.13,0.0,482.13,228.24,253.89
adf7a898,Hospital Clothing,Beauty,Australia,2023-11-24,27,431.63,0,11654.01,0.0,11654.01,6047.07,5606.94
e8b38878,Student Furniture,Clothing,Australia,2023-10-24,38,460.12,15,17484.56,2622.68,14861.88,9147.03,5714.85
f342f248,Would Electronics,Electronics,South America,2022-05-06,14,317.14,20,4439.96,887.99,3551.97,2011.75,1540.22
518fdb98,Sort Clothing,Furniture,Asia,2022-06-18,15,213.25,20,3198.75,639.75,2559.0,1753.78,805.22
61d5d951,Also Clothing,Electronics,Asia,2023-10-15,40,147.63,5,5905.2,295.26,5609.94,3310.2,2299.74
42692775,Director Furniture,Books,South America,2024-10-31,31,95.87,20,2971.97,594.39,2377.58,1189.81,1187.77
33e7fd2a,Table Clothing,Books,South America,2022-09-08,47,348.3,10,16370.1,1637.01,14733.09,7110.5,7622.59
f4fdd3c3,Likely Beauty,Clothing,Europe,2022-11-28,6,223.19,10,1339.14,133.91,1205.23,615.19,590.04
54e84320,During Beauty,Books,South America,2024-02-26,46,124.44,10,5724.24,572.42,5151.82,2417.55,2734.27
009b75a2,No Furniture,Beauty,Australia,2024-09-21,17,385.07,5,6546.19,327.31,6218.88,3190.34,3028.54
555f21f7,Line Books,Clothing,Australia,2022-12-15,1,301.81,15,301.81,45.27,256.54,108.24,148.3
8e0cee4e,Lose Clothing,Clothing,Europe,2023-02-26,1,477.36,15,477.36,71.6,405.76,198.67,207.09
db4ce691,Pretty Clothing,Beauty,Europe,2023-08-05,39,15.38,0,599.82,0.0,599.82,405.27,194.55
37275867,Machine Electronics,Electronics,South America,2022-05-16,4,383.36,0,1533.44,0.0,1533.44,755.92,777.52
1b07dc29,Discussion Furniture,Beauty,North America,2024-10-02,21,316.18,5,6639.78,331.99,6307.79,2578.17,3729.62
08751b24,Through Furniture,Electronics,Asia,2022-03-04,40,248.66,20,9946.4,1989.28,7957.12,4838.83,3118.29
814b8d93,Happen Books,Beauty,Australia,2024-09-11,30,491.77,20,14753.1,2950.62,11802.48,7552.26,4250.22
101c7f55,Wind Furniture,Books,North America,2024-03-05,16,399.38,10,6390.08,639.01,5751.07,3671.39,2079.68
ff05e926,Ahead Electronics,Clothing,Asia,2022-09-10,3,53.99,20,161.97,32.39,129.58,77.83,51.75
964f9a8a,Great Beauty,Furniture,Australia,2023-04-14,39,207.49,5,8092.11,404.61,7687.5,4985.41,2702.09
361239e0,Maintain Clothing,Clothing,Asia,2023-06-05,41,467.18,0,19154.38,0.0,19154.38,13080.38,6074.0
504ff383,Company Beauty,Books,Europe,2022-05-31,9,435.49,10,3919.41,391.94,3527.47,2177.15,1350.32
2680b904,Face Furniture,Books,South America,2024-08-18,23,344.1,20,7914.3,1582.86,6331.44,4228.19,2103.25
4c73faf0,Against Clothing,Furniture,Australia,2022-10-27,43,238.39,0,10250.77,0.0,10250.77,7005.74,3245.03
0b6039dc,Relate Furniture,Beauty,Australia,2022-12-20,41,381.33,5,15634.53,781.73,14852.8,9393.97,5458.83
11e1f7a3,Success Electronics,Books,North America,2024-05-12,5,397.01,5,1985.05,99.25,1885.8,1117.56,768.24
7f14ad00,Staff Beauty,Furniture,South America,2022-08-23,27,38.87,15,1049.49,157.42,892.07,406.48,485.59
4a024f5b,He Books,Clothing,Asia,2024-02-03,13,64.6,20,839.8,167.96,671.84,276.32,395.52
a8b1be5a,Ball Electronics,Clothing,Europe,2023-04-20,29,186.51,15,5408.79,811.32,4597.47,2531.85,2065.62
7e8a8ab2,Loss Electronics,Electronics,Europe,2024-04-22,22,115.9,15,2549.8,382.47,2167.33,1301.05,866.28
6c0ae037,Marriage Beauty,Clothing,Europe,2024-08-10,5,442.69,10,2213.45,221.34,1992.11,873.15,1118.96
109ae500,Treatment Electronics,Furniture,Europe,2024-01-20,47,229.13,15,10769.11,1615.37,9153.74,4713.91,4439.83
b282a268,Anyone Electronics,Beauty,South America,2024-10-19,15,209.83,5,3147.45,157.37,2990.08,2048.31,941.77
959352b0,Then Electronics,Clothing,Europe,2023-08-11,5,188.4,20,942.0,188.4,753.6,406.27,347.33
0a54be00,Explain Furniture,Electronics,North America,2024-07-24,43,425.96,5,18316.28,915.81,17400.47,7376.49,10023.98
a3137b65,Why Beauty,Electronics,North America,2024-09-16,3,154.24,10,462.72,46.27,416.45,252.41,164.04
fd9a6e24,More Beauty,Books,Asia,2022-08-13,2,394.63,5,789.26,39.46,749.8,300.25,449.55
c5351215,House Beauty,Electronics,Asia,2022-06-28,10,229.33,10,2293.3,229.33,2063.97,1119.25,944.72
36bc328c,Begin Furniture,Beauty,North America,2023-05-27,35,373.53,0,13073.55,0.0,13073.55,7241.13,5832.42
8daab35a,Have Beauty,Books,Europe,2023-05-24,38,168.26,5,6393.88,319.69,6074.19,4182.37,1891.82
df7e6159,The Electronics,Electronics,Asia,2024-05-22,16,356.58,0,5705.28,0.0,5705.28,2898.28,2807.0
6805b796,With Books,Electronics,North America,2022-01-08,28,486.31,5,13616.68,680.83,12935.85,6220.01,6715.84
62dea9de,Work Electronics,Clothing,North America,2022-06-26,1,66.22,15,66.22,9.93,56.29,27.72,28.57
51861973,Agent Electronics,Electronics,North America,2022-10-22,9,338.16,15,3043.44,456.52,2586.92,1080.05,1506.87
ac019062,Bad Books,Electronics,Europe,2024-10-12,11,259.28,10,2852.08,285.21,2566.87,1585.42,981.45
a16a54f3,Behavior Clothing,Clothing,Asia,2024-05-06,17,164.98,20,2804.66,560.93,2243.73,1375.45,868.28
15f599b5,Account Beauty,Beauty,South America,2024-04-25,19,205.44,5,3903.36,195.17,3708.19,2437.92,1270.27
0e5d3087,Pull Electronics,Furniture,South America,2023-11-25,36,136.88,0,4927.68,0.0,4927.68,3042.99,1884.69
3e15507a,Seven Electronics,Electronics,South America,2024-05-07,15,32.51,15,487.65,73.15,414.5,184.26,230.24
e11cb310,Senior Furniture,Furniture,Australia,2024-05-25,12,127.27,20,1527.24,305.45,1221.79,761.86,459.93
7979e2d0,They Furniture,Electronics,North America,2022-12-19,37,137.46,20,5086.02,1017.2,4068.82,2807.21,1261.61
9cb72766,Let Beauty,Books,Asia,2023-12-11,44,219.2,15,9644.8,1446.72,8198.08,5441.0,2757.08
b0b7fdff,Clear Beauty,Clothing,North America,2022-01-05,29,345.82,5,10028.78,501.44,9527.34,4232.62,5294.72
e1217e1b,Everything Clothing,Books,Australia,2022-11-05,47,350.22,0,16460.34,0.0,16460.34,7061.29,9399.05
f27c3aef,Show Electronics,Electronics,Europe,2022-05-10,35,343.68,15,12028.8,1804.32,10224.48,4352.18,5872.3
d6b3e193,Run Books,Furniture,Europe,2024-04-22,35,398.31,15,13940.85,2091.13,11849.72,6595.01,5254.71
c9542900,Management Beauty,Beauty,Europe,2023-11-19,46,413.98,20,19043.08,3808.62,15234.46,10623.99,4610.47
e108075b,Argue Clothing,Furniture,North America,2023-10-10,9,116.43,10,1047.87,104.79,943.08,438.57,504.51
2ab29754,Author Furniture,Electronics,Asia,2024-08-23,45,235.9,5,10615.5,530.77,10084.73,5939.81,4144.92
e38cb097,Fire Clothing,Clothing,Europe,2022-09-14,33,165.31,10,5455.23,545.52,4909.71,2679.79,2229.92
8d696803,Expect Electronics,Electronics,Asia,2022-01-23,31,44.01,20,1364.31,272.86,1091.45,624.99,466.46
d95b98d4,Star Furniture,Clothing,Asia,2024-07-25,15,73.84,10,1107.6,110.76,996.84,654.26,342.58
96f0206a,Upon Beauty,Beauty,North America,2022-12-21,32,71.72,15,2295.04,344.26,1950.78,1202.54,748.24
1b400748,Bar Electronics,Electronics,Europe,2023-11-01,44,318.47,15,14012.68,2101.9,11910.78,7675.54,4235.24
2cdee679,Phone Electronics,Books,South America,2023-11-11,15,269.49,20,4042.35,808.47,3233.88,1928.97,1304.91
8eb62ca4,Relate Furniture,Books,Asia,2024-03-05,47,13.06,0,613.82,0.0,613.82,253.54,360.28
369ce73f,These Books,Furniture,North America,2024-09-26,3,320.71,5,962.13,48.11,914.02,465.38,448.64
9a3c9357,Through Electronics,Furniture,South America,2022-12-14,8,412.82,5,3302.56,165.13,3137.43,1480.4,1657.03
b53e31ca,Wonder Electronics,Electronics,Asia,2023-11-05,50,298.34,20,14917.0,2983.4,11933.6,7895.57,4038.03
c15969db,Mention Furniture,Books,Asia,2022-07-26,28,248.31,10,6952.68,695.27,6257.41,3326.89,2930.52
e7cf7008,Sing Electronics,Electronics,North America,2024-02-11,24,266.27,10,6390.48,639.05,5751.43,2363.25,3388.18
108f8dc6,Candidate Clothing,Clothing,South America,2024-06-12,33,378.27,5,12482.91,624.15,11858.76,5661.15,6197.61
343d9843,Better Furniture,Books,Europe,2024-09-18,16,391.81,15,6268.96,940.34,5328.62,2322.17,3006.45
458e34b0,Reach Beauty,Books,South America,2022-09-29,46,380.63,5,17508.98,875.45,16633.53,9375.32,7258.21
a4392ebd,Mind Beauty,Books,Asia,2024-05-17,5,479.83,20,2399.15,479.83,1919.32,1119.66,799.66
dfe2b773,General Beauty,Clothing,North America,2022-06-09,20,273.76,5,5475.2,273.76,5201.44,3024.62,2176.82
cc359874,Including Clothing,Electronics,Europe,2021-12-15,42,420.27,10,17651.34,1765.13,15886.21,10501.87,5384.34
c70189b2,Candidate Beauty,Clothing,Asia,2024-10-18,46,201.58,5,9272.68,463.63,8809.05,4080.43,4728.62
1fc9571f,Television Furniture,Electronics,Asia,2022-10-19,17,225.29,15,3829.93,574.49,3255.44,2139.47,1115.97
bfb67148,Blue Clothing,Clothing,Asia,2022-04-01,35,209.15,20,7320.25,1464.05,5856.2,2474.66,3381.54
9f2cf4a4,War Clothing,Furniture,South America,2024-02-18,15,284.67,15,4270.05,640.51,3629.54,2301.51,1328.03
c6ca89ef,Feel Furniture,Beauty,Europe,2022-09-22,17,131.65,15,2238.05,335.71,1902.34,1308.3,594.04
20208a02,Far Clothing,Beauty,Europe,2023-07-21,20,400.23,10,8004.6,800.46,7204.14,3031.54,4172.6
ecc04ae0,Pm Furniture,Beauty,Asia,2023-02-24,1,312.48,0,312.48,0.0,312.48,172.71,139.77
e4c07a99,Training Furniture,Books,Australia,2024-05-27,17,11.18,5,190.06,9.5,180.56,75.55,105.01
6982af16,Both Books,Electronics,Australia,2022-06-13,25,346.84,5,8671.0,433.55,8237.45,5082.32,3155.13
22200df2,Old Clothing,Beauty,Australia,2024-07-03,23,91.51,10,2104.73,210.47,1894.26,986.81,907.45
2b72b760,Cost Books,Clothing,North America,2022-12-03,15,395.42,0,5931.3,0.0,5931.3,2840.84,3090.46
35a87950,Sign Beauty,Furniture,Australia,2024-03-08,31,262.73,15,8144.63,1221.69,6922.94,4764.01,2158.93
4912d542,We Books,Electronics,South America,2023-02-24,32,329.62,20,10547.84,2109.57,8438.27,4054.02,4384.25
c86aaf21,Herself Beauty,Beauty,North America,2022-11-20,17,296.81,20,5045.77,1009.15,4036.62,2123.42,1913.2
9b52190b,Physical Beauty,Beauty,North America,2024-09-05,28,400.81,5,11222.68,561.13,10661.55,5954.9,4706.65
5f7795c4,Seek Clothing,Beauty,Asia,2024-11-22,4,23.94,0,95.76,0.0,95.76,65.04,30.72
15124b00,Four Beauty,Books,Europe,2023-04-08,38,82.62,0,3139.56,0.0,3139.56,1699.93,1439.63
0411f0f4,Around Furniture,Books,North America,2024-09-20,4,354.01,20,1416.04,283.21,1132.83,550.28,582.55
fc917e81,Politics Furniture,Books,Asia,2024-07-09,47,14.62,0,687.14,0.0,687.14,299.88,387.26
477fa167,Town Furniture,Electronics,North America,2023-12-10,38,195.43,10,7426.34,742.63,6683.71,3496.22,3187.49
c0cab33d,Policy Electronics,Books,Europe,2024-08-15,27,217.49,0,5872.23,0.0,5872.23,2953.24,2918.99
aab0374e,Kitchen Books,Furniture,Asia,2023-08-21,21,96.91,10,2035.11,203.51,1831.6,1172.65,658.95
d0025526,Ball Furniture,Beauty,Australia,2022-02-26,29,154.9,20,4492.1,898.42,3593.68,2362.06,1231.62
239c9c3a,First Books,Beauty,Europe,2022-12-14,22,234.66,15,5162.52,774.38,4388.14,1959.96,2428.18
8d6396a8,Share Electronics,Books,Asia,2022-08-11,2,406.06,10,812.12,81.21,730.91,411.23,319.68
b2bfcb49,Hit Beauty,Books,Australia,2023-08-04,49,354.77,10,17383.73,1738.37,15645.36,8574.91,7070.45
31c6e6c7,Try Furniture,Electronics,Asia,2023-09-29,20,132.39,15,2647.8,397.17,2250.63,1539.76,710.87
e586e50a,Response Clothing,Clothing,Australia,2024-01-09,19,111.43,0,2117.17,0.0,2117.17,1208.13,909.04
509fdade,Series Books,Electronics,North America,2022-02-16,34,156.4,0,5317.6,0.0,5317.6,2479.82,2837.78
a0efac34,He Books,Electronics,Australia,2022-07-12,37,307.02,20,11359.74,2271.95,9087.79,4867.45,4220.34
867fadff,Important Clothing,Clothing,Australia,2022-08-04,5,85.57,0,427.85,0.0,427.85,234.67,193.18
11c19c39,Team Furniture,Books,Asia,2023-08-20,27,272.53,5,7358.31,367.92,6990.39,3711.12,3279.27
90cecb25,Myself Books,Books,Europe,2022-05-29,31,414.97,15,12864.07,1929.61,10934.46,6983.86,3950.6
5e078114,Between Books,Furniture,Asia,2022-03-22,30,265.04,15,7951.2,1192.68,6758.52,3147.27,3611.25
6c9f2c64,Although Beauty,Beauty,South America,2024-02-21,37,14.29,5,528.73,26.44,502.29,238.66,263.63
f77b8a83,Local Furniture,Books,South America,2022-11-28,4,184.55,10,738.2,73.82,664.38,283.81,380.57
36388113,Early Books,Furniture,Australia,2023-07-16,39,440.38,0,17174.82,0.0,17174.82,7357.21,9817.61
f82ea439,When Furniture,Electronics,Asia,2023-10-29,15,235.91,5,3538.65,176.93,3361.72,1744.39,1617.33
dee3edc3,Memory Furniture,Electronics,Australia,2024-03-12,4,119.5,0,478.0,0.0,478.0,331.14,146.86
7addc63c,Soon Furniture,Books,North America,2023-11-01,49,248.58,5,12180.42,609.02,11571.4,7938.5,3632.9
1d3ecaab,Cover Beauty,Clothing,Europe,2022-12-31,35,413.65,20,14477.75,2895.55,11582.2,5019.43,6562.77
10fee435,Gas Clothing,Beauty,Asia,2024-09-01,16,236.37,0,3781.92,0.0,3781.92,1804.89,1977.03
55efe6ca,Too Books,Books,South America,2024-08-23,26,374.99,10,9749.74,974.97,8774.77,4645.32,4129.45
96c2a011,Watch Clothing,Furniture,North America,2022-12-14,9,147.95,5,1331.55,66.58,1264.97,855.05,409.92
b424d639,Arrive Furniture,Clothing,Europe,2023-03-18,1,190.15,5,190.15,9.51,180.64,85.58,95.06
d76417d8,Skill Books,Books,Europe,2022-04-02,14,496.53,10,6951.42,695.14,6256.28,3800.21,2456.07
dca42efc,See Electronics,Electronics,Europe,2023-09-17,35,49.16,0,1720.6,0.0,1720.6,907.25,813.35
164d392c,Individual Furniture,Furniture,South America,2024-02-28,24,156.5,5,3756.0,187.8,3568.2,2284.08,1284.12
